"Deeplink";"Produkt-Titel";"Produktbeschreibung";"Produktbeschreibung lang";"Preis (Brutto)";"Preis (Netto)";"Währung";"europäische Artikelnummer EAN";"Anbieter Artikelnummer AAN";"Hersteller";"Hersteller Artikelnummer HAN";"Produktbild-URL";"Vorschaubild-URL";"Produktkategorie";"Versandkosten Allgemein";"Versandkosten Vorkasse";"Versandkosten Nachnahme";"Versandkosten Kreditkarte";"Versandkosten Lastschrift";"Versandkosten Rechnung";"Versandkosten PayPal";"Versandkosten Sofortüberweisung";"Lieferzeit/Verfügbarkeit";"base_price";"unit_pricing_base_measure";"unit_pricing_measure";"ext_Grundpreis";"ext_Inhalt"
"https://t.adcell.com/p/click?promoId=162466&slotId=101178&param0=https%3A%2F%2Fwww.vinocentral.de%2Fweine%2Frotweine%2F2821%2Fchiara-boschis-barolo-via-nuova-2012%2F%3Fnumber%3D8735018";"Chiara Boschis Barolo Via Nuova 2012";"Der 2012er Barolo Via Nuova von Chiara Boschis & E.Pira & Figli weiß in der Nase zu betör...";"";"59,00";"";"";"";"8735018";"E.Pira & Figli Chiara Boschis";"9911500023";"https://images.vinocentral.de/media/image/5e/04/9b/Img0691_1280x1280.jpg";"";"Weine>Rotweine";"6,90";"6,90";"";"";"";"";"";"";"5 Tage";"";"";"";"1 l = 78,67";"0.75 l"
"https://t.adcell.com/p/click?promoId=162466&slotId=101178&param0=https%3A%2F%2Fwww.vinocentral.de%2Fclemens-busch-riesling-vom-roten-schiefer%3Fnumber%3D8735019";"Clemens Busch Riesling vom roten Schiefer Bio 2020";"Den Moselrieslingen vom roten Schiefer sagt man im Allgemeinen nach, dass sie etwas opulenter, fr...";"";"17,50";"";"";"4260100990830";"8735019";"Clemens Busch";"9912014199";"https://images.vinocentral.de/media/image/ed/ac/76/bild_clemens_busch_riesling_vom_roten_schiefer_bio_2020_1280x1280.jpg";"";"Weine>Weißweine";"6,90";"6,90";"";"";"";"";"";"";"1-2 Werktage";"";"";"";"1 l = 23,33";"0.75 l"
"https://t.adcell.com/p/click?promoId=162466&slotId=101178&param0=https%3A%2F%2Fwww.vinocentral.de%2Fbret-brothers-soufrandiere-pouillyvinzelles-quarts%3Fnumber%3D8741007";"Bret Brothers & La Soufrandière Pouilly-Vinzelles ""Les Quarts"" 2017";"Die Lage Les Quarts gehört zweifelsohne zu den besten Terroirs der Appellation Pouilly-Vinzelles....";"";"47,00";"";"";"";"8741007";"Bret Brothers & La SoufrandiÃ¨re";"9950217032";"https://images.vinocentral.de/media/image/c4/75/c2/bild_bret_brothers_soufrandiere_pouilly_vinzelles_les_quarts_2017_1280x1280.jpg";"";"Weine>Weißweine";"6,90";"6,90";"";"";"";"";"";"";"1-2 Werktage";"";"";"";"1 l = 62,67";"0.75 l"
"https://t.adcell.com/p/click?promoId=162466&slotId=101178&param0=https%3A%2F%2Fwww.vinocentral.de%2Fweine%2Fspumante-co.%2F2875%2Fborgo-molino-prosecco-contessina-extra-dry%2F%3Fnumber%3D87430041";"Borgo Molino Prosecco Contessina Extra Dry";"Auf Empfehlung von Philipp Schwander, dem ersten Master of Wine der Schweiz und Jugendfreund des ...";"";"11,90";"";"";"";"87430041";"Borgo Molino ";"102EP10193";"https://images.vinocentral.de/media/image/76/78/55/Img1101_1280x1280.jpg";"";"Weine>Spumante & Co.";"6,90";"6,90";"";"";"";"";"";"";"1-2 Werktage";"";"";"";"1 l = 15,87";"0.75 l"
"https://t.adcell.com/p/click?promoId=162466&slotId=101178&param0=https%3A%2F%2Fwww.vinocentral.de%2Fborgo-molino-terre-nardin-prosecco-doc-frizzante%3Fnumber%3D87430042";"Borgo Molino Terre Nardin Prosecco DOC Frizzante";"Neu eingetroffen. Beschreibung folgt.";"";"7,50";"";"";"8032638934886";"87430042";"Borgo Molino ";"236";"https://images.vinocentral.de/media/image/d7/7f/31/bild_borgo_molino_terre_nardin_prosecco_doc_frizzante_1280x1280.jpg";"";"Weine>Spumante & Co.";"6,90";"6,90";"";"";"";"";"";"";"1-2 Werktage";"";"";"";"1 l = 10,00";"0.75 l"
"https://t.adcell.com/p/click?promoId=162466&slotId=101178&param0=https%3A%2F%2Fwww.vinocentral.de%2Fca-lojera-lugana%3Fnumber%3D8745001";"Ca´Lojera Lugana 2021";"Auf Ambra Tiraboschi  und ihr Team vom Weingut Ca Lojera ist Verlass, der neue  Lugana ...";"";"11,50";"";"";"";"8745001";"CaÂ´Lojera";"L17";"https://images.vinocentral.de/media/image/ba/18/27/bild_ca_lojera_lugana_2021_1280x1280.jpg";"";"Weine>Weißweine";"6,90";"6,90";"";"";"";"";"";"";"1-2 Werktage";"";"";"";"1 l = 15,33";"0.75 l"
"https://t.adcell.com/p/click?promoId=162466&slotId=101178&param0=https%3A%2F%2Fwww.vinocentral.de%2Fjoh.-bapt.-schaefer-scheurebe%3Fnumber%3D8746002";"Joh. Bapt. Schäfer Scheurebe 2021";" Neu eingetroffen. Aktuelle Beschreibung folgt. Verkostungsnotiz des Jahrgangs 2018: Sebasti...";"";"10,50";"";"";"4260174351087";"8746002";"Joh. Bapt. SchÃ¤fer";"1826";"https://images.vinocentral.de/media/image/31/f8/fd/bild_joh_bapt_schaefer_scheurebe_2021_1280x1280.jpg";"";"Weine>Weißweine";"6,90";"6,90";"";"";"";"";"";"";"1-2 Werktage";"";"";"";"1 l = 14,00";"0.75 l"
"https://t.adcell.com/p/click?promoId=162466&slotId=101178&param0=https%3A%2F%2Fwww.vinocentral.de%2Fjohbapt-schaefer-pittermaennchen-riesling-kabinett%3Fnumber%3D8746005";"Joh. Bapt. Schäfer Dorsheimer Pittermännchen Riesling Kabinett 2020";"Neu eingetroffen. Aktuelle Beschreibung folgt. Verkostungsnotiz des Jahrgangs 2017: 91 Punkte bei...";"";"13,50";"";"";"4260174351193";"8746005";"Joh. Bapt. SchÃ¤fer";"1813";"https://images.vinocentral.de/media/image/6e/78/92/bild_joh_bapt_schaefer_dorsheimer_pittermaennchen_riesling_kabinett_2020_1280x1280.jpg";"";"Weine>Weißweine";"6,90";"6,90";"";"";"";"";"";"";"1-2 Werktage";"";"";"";"1 l = 18,00";"0.75 l"
"https://t.adcell.com/p/click?promoId=162466&slotId=101178&param0=https%3A%2F%2Fwww.vinocentral.de%2Fjoh-bapt-schaefer-pittermaennchen-riesling-gg%3Fnumber%3D8746006";"Joh. Bapt. Schäfer Dorsheimer Pittermännchen Riesling Großes Gewächs 2019";"Mit diesem Großen Gewächs zeigt Sebastian Schäfer, dass er auch in nicht ganz einfachen Jahrgänge...";"";"33,00";"";"";"4260174351179";"8746006";"Joh. Bapt. SchÃ¤fer";"1534";"https://images.vinocentral.de/media/image/9a/c6/1b/bild_joh_bapt_schaefer_dorsheimer_pittermaennchen_riesling_grosses_gewaechs_2019_1280x1280.jpg";"";"Weine>Weißweine";"6,90";"6,90";"";"";"";"";"";"";"1-2 Werktage";"";"";"";"1 l = 44,00";"0.75 l"
"https://t.adcell.com/p/click?promoId=162466&slotId=101178&param0=https%3A%2F%2Fwww.vinocentral.de%2Fweingut-leiner-weier-burgunder-handwerk%3Fnumber%3D8750002";"Weingut Leiner Weißer Burgunder- Handwerk - Bio 2020";"Neu eingetroffen. Aktuelle Beschreibung folgt. Verkostungsnotiz des Jahrgangs 2019: Die Handwerk-...";"";"9,00";"";"";"4260090051436";"8750002";"Weingut Leiner";"70750";"https://images.vinocentral.de/media/image/ec/08/4c/bild_weingut_leiner_weisser_burgunder_handwerk_bio_2020_1280x1280.jpg";"";"Weine>Weißweine";"6,90";"6,90";"";"";"";"";"";"";"1-2 Werktage";"";"";"";"1 l = 12,00";"0.75 l"
"https://t.adcell.com/p/click?promoId=162466&slotId=101178&param0=https%3A%2F%2Fwww.vinocentral.de%2Fweingut-sander-sauvignon-blanc-bio%3Fnumber%3D8752002";"Weingut Sander Sauvignon Blanc Bio 2021";"Verkostungsnotiz des Jahrgangs 2019: Als Vertreter der Gattung Aromatraube erfreut sich der Sauvi...";"";"9,90";"";"";"4037865002104";"8752002";"Weingut Sander";"1921";"https://images.vinocentral.de/media/image/f9/a2/1e/bild_weingut_sander_sauvignon_blanc_bio_2021_1280x1280.jpg";"";"Weine>Weißweine";"6,90";"6,90";"";"";"";"";"";"";"1-2 Werktage";"";"";"";"1 l = 13,20";"0.75 l"
"https://t.adcell.com/p/click?promoId=162466&slotId=101178&param0=https%3A%2F%2Fwww.vinocentral.de%2Fweissweine%2Fadamswein-kaliber-9-weiburgunder%3Fnumber%3D8756001";"AdamsWein Kaliber 9 Weißburgunder 2020";"Verkostungsnotiz des Jahrgangs 2018: Es sind die als erstes wahrzunehmenden floralen und vegetabi...";"";"11,00";"";"";"4013313009208";"8756001";"AdamsWein";"917";"https://images.vinocentral.de/media/image/1d/48/14/bild_damswein_kaliber_9_weissburgunder_2018_1280x1280.jpg";"";"Weine>Weißweine";"6,90";"6,90";"";"";"";"";"";"";"1-2 Werktage";"";"";"";"1 l = 14,67";"0.75 l"
"https://t.adcell.com/p/click?promoId=162466&slotId=101178&param0=https%3A%2F%2Fwww.vinocentral.de%2Fadamswein-kaliber-24-fruehburgunder%3Fnumber%3D8756003";"AdamsWein Kaliber 24 Frühburgunder 2018";"Der Frühburgunder ist der weniger bekannte und ? wie der Name bereits sagt ? früher reifende klei...";"";"19,00";"";"";"4013313024188";"8756003";"AdamsWein";"2415";"https://images.vinocentral.de/media/image/ef/00/c6/bild_adamswein_kaliber_24_fruehburgunder_2018_1280x1280.jpg";"";"Weine>Rotweine";"6,90";"6,90";"";"";"";"";"";"";"1-2 Werktage";"";"";"";"1 l = 25,33";"0.75 l"
"https://t.adcell.com/p/click?promoId=162466&slotId=101178&param0=https%3A%2F%2Fwww.vinocentral.de%2Fadamswein-spaetburgunder-auf-dem-haun%3Fnumber%3D8756004";"AdamsWein Spätburgunder auf dem Haun 2019";"Wenn man bei Simone Adams Spätburgundern die Qualitätsstufen nach oben steigt, werden diese keine...";"";"39,00";"";"";"4013313048191";"8756004";"AdamsWein";"";"https://images.vinocentral.de/media/image/1d/3b/be/bild_adamswein_spaetburgunder_auf_dem_haun_2019_1280x1280.jpg";"";"Weine>Rotweine";"6,90";"6,90";"";"";"";"";"";"";"1-2 Werktage";"";"";"";"1 l = 52,00";"0.75 l"
"https://t.adcell.com/p/click?promoId=162466&slotId=101178&param0=https%3A%2F%2Fwww.vinocentral.de%2Fadamswein-ingelheim-spaetburgunder%3Fnumber%3D8756006";"AdamsWein Ingelheim Spätburgunder 2019";"Nicht nur das Etikett sieht etwas anders aus. Mit dem Jahrgang 2019 hat sich Simone Adams davon v...";"";"14,00";"";"";"4013313012192";"8756006";"AdamsWein";"";"https://images.vinocentral.de/media/image/f0/48/cc/bild_adamswein_ingelheim_spaetburgunder_2019_1280x1280.jpg";"";"Weine>Rotweine";"6,90";"6,90";"";"";"";"";"";"";"1-2 Werktage";"";"";"";"1 l = 18,67";"0.75 l"
"https://t.adcell.com/p/click?promoId=162466&slotId=101178&param0=https%3A%2F%2Fwww.vinocentral.de%2Fadamswein-kaliber-17-viognier-unikat%3Fnumber%3D8756007";"AdamsWein Kaliber 17 Viognier 2019";"Verkostungsnotiz des Jahrgangs 2018: Heute mutet der Handschlag schon fast historisch an, mit dem...";"";"14,90";"";"";"4013313017197";"8756007";"AdamsWein";"";"https://images.vinocentral.de/media/image/44/e5/b3/bild_adamswein_kaliber_17_viognier_unikat_2018_1280x1280.jpg";"";"Weine>Weißweine";"6,90";"6,90";"";"";"";"";"";"";"5 Tage";"";"";"";"1 l = 19,87";"0.75 l"
"https://t.adcell.com/p/click?promoId=162466&slotId=101178&param0=https%3A%2F%2Fwww.vinocentral.de%2Frotweine%2Fvina-vilano-ribera-del-duero-roble%3Fnumber%3D8759002";"Bodegas Vilano Ribera del Duero Roble 2018";"Dieser, farblich an Sauerkirsche erinnernde, Tempranillo besticht im Bukett gleichermaßen durch f...";"";"7,20";"";"";"8423553000068";"8759002";"Bodegas Vilano";"70759";"https://images.vinocentral.de/media/image/d4/df/43/bild_vina_vilano_ribera_del_duero_roble_2018_1280x1280.jpg";"";"Weine>Rotweine";"6,90";"6,90";"";"";"";"";"";"";"1-2 Werktage";"";"";"";"1 l = 9,60";"0.75 l"
"https://t.adcell.com/p/click?promoId=162466&slotId=101178&param0=https%3A%2F%2Fwww.vinocentral.de%2Fclaus-preisinger-kalkundkiesel-weissweincuvee%3Fnumber%3D8763001";"Claus Preisinger KalkundKiesel Weißweincuvée Bio 2020";"Verkostungsnotiz des Jahrgangs 2017: Am Orange-Wein, also Weißwein, der wie Rotwein auf der Maisc...";"";"17,00";"";"";"9120035053862";"8763001";"Claus Preisinger";"";"https://images.vinocentral.de/media/image/e8/2b/af/bild_claus_preisinger_kalkundkiesel_weissweincuvee_2020_1280x1280.jpg";"";"Weine>Weißweine";"6,90";"6,90";"";"";"";"";"";"";"1-2 Werktage";"";"";"";"1 l = 22,67";"0.75 l"
"https://t.adcell.com/p/click?promoId=162466&slotId=101178&param0=https%3A%2F%2Fwww.vinocentral.de%2Fpreisinger-weissburgunder-erdeluftgrasundreben%3Fnumber%3D8763002";"Claus Preisinger Weißburgunder ErdeLuftGrasundReben 2018";"Nur noch wenige Flaschen verfügbar. Verkostungsnotiz des Jahrgangs 2014: Unfiltriert, ungeschönt ...";"";"32,90";"";"";"9120035053169";"8763002";"Claus Preisinger";"";"https://images.vinocentral.de/media/image/ac/6b/c9/Img063557fffda79eb85_1280x1280.jpg";"";"Weine>Weißweine";"6,90";"6,90";"";"";"";"";"";"";"1-2 Werktage";"";"";"";"1 l = 43,87";"0.75 l"
"https://t.adcell.com/p/click?promoId=162466&slotId=101178&param0=https%3A%2F%2Fwww.vinocentral.de%2Fclaus-preisinger-heideboden-bio%3Fnumber%3D8763005";"Claus Preisinger Heideboden Bio 2018 Bio";"Für seine Heideboden-Cuvée hat Claus Preisinger 50 % Zweigelt, 40 % Blaufränkisch und 10 % Merlot...";"";"17,90";"";"";"9120035053527";"8763005";"Claus Preisinger";"";"https://images.vinocentral.de/media/image/f8/7b/58/bild_claus_preisinger_heideboden_bio_2018_1280x1280.jpg";"";"Weine>Rotweine";"6,90";"6,90";"";"";"";"";"";"";"1-2 Werktage";"";"";"";"1 l = 23,87";"0.75 l"
"https://t.adcell.com/p/click?promoId=162466&slotId=101178&param0=https%3A%2F%2Fwww.vinocentral.de%2Fclaus-preisinger-pinot-noir%3Fnumber%3D8763006";"Claus Preisinger Pinot Noir 2012";"Claus Preisinger macht Weine mit Charakter und Ausdrucksstärke. Sein Pinot aus dem Jahr 2012 ents...";"";"31,90";"";"";"9120035050977";"8763006";"Claus Preisinger";"70763";"https://images.vinocentral.de/media/image/80/b6/26/Img0673_1280x1280.jpg";"";"Weine>Rotweine";"6,90";"6,90";"";"";"";"";"";"";"5 Tage";"";"";"";"1 l = 42,53";"0.75 l"
"https://t.adcell.com/p/click?promoId=162466&slotId=101178&param0=https%3A%2F%2Fwww.vinocentral.de%2Fclaus-preisinger-puszta-libre-bio%3Fnumber%3D8763009";"Claus Preisinger Puszta Libre! Bio";"Schon die ungewöhnliche Flaschenform und das bunte Etikett zeugen von Leichtigkeit und Spaß im Gl...";"";"10,90";"";"";"9120035054197";"8763009";"Claus Preisinger";"70763";"https://images.vinocentral.de/media/image/b3/01/84/bild_claus_preisinger_puszta_libre_bio_1280x1280.jpg";"";"Weine>Rotweine";"6,90";"6,90";"";"";"";"";"";"";"1-2 Werktage";"";"";"";"1 l = 14,53";"0.75 l"
"https://t.adcell.com/p/click?promoId=162466&slotId=101178&param0=https%3A%2F%2Fwww.vinocentral.de%2Fherdade-da-calada-vale-da-calada-tinto%3Fnumber%3D8764002";"Herdade da Calada Vale da Calada Tinto 2019";"Neu eingetroffen. Beschreibung folgt.";"";"7,90";"";"";"5609824120113";"8764002";"Herdade da Calada";"70764";"https://images.vinocentral.de/media/image/d5/9c/ed/bild_herdade_da_calada_vale_da_calada_tinto_2019_1280x1280.jpg";"";"Weine>Rotweine";"6,90";"6,90";"";"";"";"";"";"";"1-2 Werktage";"";"";"";"";""
"https://t.adcell.com/p/click?promoId=162466&slotId=101178&param0=https%3A%2F%2Fwww.vinocentral.de%2Fherdade-da-calada-caladessa%3Fnumber%3D8764003";"Herdade da Calada Caladessa 2019";"Neu eingetroffen. Aktuelle Beschreibung folgt. Verkostungsnotiz des Jahrgangs 2016: Alentejo ist ...";"";"9,90";"";"";"5609824150134";"8764003";"Herdade da Calada";"";"https://images.vinocentral.de/media/image/87/36/ec/bild_herdade_da_calada_caladessa_2017_1280x1280.jpg";"";"Weine>Rotweine";"6,90";"6,90";"";"";"";"";"";"";"1-2 Werktage";"";"";"";"1 l = 13,20";"0.75 l"
"https://t.adcell.com/p/click?promoId=162466&slotId=101178&param0=https%3A%2F%2Fwww.vinocentral.de%2Fcorte-manzini-lambrusco-secco-grasparossa%3Fnumber%3D8765001";"Corte Manzini Lambrusco Secco Grasparossa Frizzante";"Die trockene Variante des Lambrusco Grasparossa ist in der Aromatik ähnlich beerig, fruchtig wie ...";"";"9,50";"";"";"8053306890044";"8765001";"Corte Manzini";"0011";"https://images.vinocentral.de/media/image/6c/c2/c9/bild_corte_manzini_lambrsuco_grasparossa_secco_1280x1280.jpg";"";"Weine>Spumante & Co.";"6,90";"6,90";"";"";"";"";"";"";"1-2 Werktage";"";"";"";"1 l = 12,67";"0.75 l"
"https://t.adcell.com/p/click?promoId=162466&slotId=101178&param0=https%3A%2F%2Fwww.vinocentral.de%2Fcorte-manzini-lambrusco-amabile-grasparossa%3Fnumber%3D8765002";"Corte Manzini Lambrusco Amabile Grasparossa Frizzante";"?Amabile? ist die Bezeichnung für den restsüßen Lambrusco. Auch hier im Edelstahltank drei bis se...";"";"9,50";"";"";"8053306890037";"8765002";"Corte Manzini";"0015";"https://images.vinocentral.de/media/image/c1/7e/0c/bild_corte_manzini_lambrusco_grasparossa_amabile5af0c6ab89c8e_1280x1280.jpg";"";"Weine>Spumante & Co.";"6,90";"6,90";"";"";"";"";"";"";"1-2 Werktage";"";"";"";"1 l = 12,67";"0.75 l"
"https://t.adcell.com/p/click?promoId=162466&slotId=101178&param0=https%3A%2F%2Fwww.vinocentral.de%2Frotweine%2Fmamete-prevostini-botonero-rosso%3Fnumber%3D8767001";"Mamete Prevostini Botonero Rosso 2020";"Bekannt ist die Nebbiolo-Traube eigentlich für die italienische Region Piemont und ihren berühmte...";"";"12,90";"";"";"8012377000271";"8767001";"Mamete Prevostini";"";"https://images.vinocentral.de/media/image/60/3d/1b/bild_mamete_prevostini_botonero_rosso_2015_1280x1280.jpg";"";"Weine>Rotweine";"6,90";"6,90";"";"";"";"";"";"";"1-2 Werktage";"";"";"";"1 l = 17,20";"0.75 l"
"https://t.adcell.com/p/click?promoId=162466&slotId=101178&param0=https%3A%2F%2Fwww.vinocentral.de%2Ftedeschi-la-fabriseria-valpolicella-superiore%3Fnumber%3D8768002";"Tedeschi La Fabriseria Valpolicella Superiore 2016";"Eigentlich unser Lieblingsamarone von Tedeschi, auch wenn ihn die Winzerfamilie selbst gar nicht ...";"";"24,90";"";"";"8019171000742";"8768002";"Tedeschi";"70768";"https://images.vinocentral.de/media/image/85/31/b1/bild_tedeschi-la-fabriseria-valpolicella-superiore_2016_1280x1280.jpg";"";"Weine>Rotweine";"6,90";"6,90";"";"";"";"";"";"";"1-2 Werktage";"";"";"";"1 l = 33,20";"0.75 l"
"https://t.adcell.com/p/click?promoId=162466&slotId=101178&param0=https%3A%2F%2Fwww.vinocentral.de%2Ftedeschi-marne-180-amarone-della-valpolicella-docg%3Fnumber%3D8768003";"Tedeschi Marne 180 Amarone della Valpolicella DOCG 2016";"Beim Amarone werden die Trauben vor dem Abpressen getrocknet, wie es auch bei vielen Süßweinen de...";"";"32,00";"";"";"8019171000070";"8768003";"Tedeschi";"";"https://images.vinocentral.de/media/image/c7/39/be/bild_tedeschi_marne_180_amarone_della_valpolicella_docg_2016LQLbEzlFPXdCE_1280x1280.jpg";"";"Weine>Rotweine";"6,90";"6,90";"";"";"";"";"";"";"5 Tage";"";"";"";"1 l = 42,67";"0.75 l"
"https://t.adcell.com/p/click?promoId=162466&slotId=101178&param0=https%3A%2F%2Fwww.vinocentral.de%2Ftedeschi-capitel-monte-olmi-amarone-valpolicella%3Fnumber%3D8768004";"Tedeschi Capitel Monte Olmi Amarone della Valpolicella 2015";"3 Gläser im Gambero Rosso 2021 Verkostungsnotiz des Jahrgangs 2011: 96 Punkte beim falstaff tasti...";"";"57,50";"";"";"";"8768004";"Tedeschi";"";"https://images.vinocentral.de/media/image/3f/20/a6/bild_tedeschi_capitel_monte_olmi_amarone_valpolicella_2015_1280x1280.jpg";"";"Weine>Rotweine";"6,90";"6,90";"";"";"";"";"";"";"1-2 Werktage";"";"";"";"1 l = 76,67";"0.75 l"
"https://t.adcell.com/p/click?promoId=162466&slotId=101178&param0=https%3A%2F%2Fwww.vinocentral.de%2Fvarvaglione-moi-primitivo-igp-puglia%3Fnumber%3D8770002";"Varvaglione Moi Primitivo IGP Puglia 2020";"Verkostungsnotiz des Jahrgangs 2018: Manchmal braucht man einen Wein, der ohne viel Chichi eine P...";"";"5,90";"";"";"";"8770002";"Varvaglione";"MOI/prp";"https://images.vinocentral.de/media/image/6a/58/4b/bild_varvaglione_moi_primitivo_igp_puglia_2020_1280x1280.jpg";"";"Weine>Rotweine";"6,90";"6,90";"";"";"";"";"";"";"1-2 Werktage";"";"";"";"1 l = 7,87";"0.75 l"
"https://t.adcell.com/p/click?promoId=162466&slotId=101178&param0=https%3A%2F%2Fwww.vinocentral.de%2Fvarvaglione-papale-primitivo-di-manduria%3Fnumber%3D8770004";"Varvaglione Papale Primitivo di Manduria 2019";"89 Punkte beim falstaff-Tasting ""Primitivo Trophy"" Intensives, kraftvolles Rubinrot mit aufhellen...";"";"10,10";"";"";"8031303000123";"8770004";"Varvaglione";"70770";"https://images.vinocentral.de/media/image/30/21/1a/bild_varvaglione_papale_primitivo_di_manduria_2019_1280x1280.jpg";"";"Weine>Rotweine";"6,90";"6,90";"";"";"";"";"";"";"1-2 Werktage";"";"";"";"1 l = 13,47";"0.75 l"
"https://t.adcell.com/p/click?promoId=162466&slotId=101178&param0=https%3A%2F%2Fwww.vinocentral.de%2Fvarvaglione-linea-oro-papale-primitivo%3Fnumber%3D8770005";"Varvaglione Papale Linea Oro Primitivo 2019";"Neu eingetroffen. Beschreibung folgt.";"";"17,90";"";"";"8031303000789";"8770005";"Varvaglione";"PAP/19 ORO";"https://images.vinocentral.de/media/image/c2/05/b2/bild_varvaglione_linea_oro_papale_primitivo_2019_1280x1280.jpg";"";"Weine>Rotweine";"6,90";"6,90";"";"";"";"";"";"";"1-2 Werktage";"";"";"";"1 l = 23,87";"0.75 l"
"https://t.adcell.com/p/click?promoId=162466&slotId=101178&param0=https%3A%2F%2Fwww.vinocentral.de%2Ffamilie-hofmann-tauberschwarz-r-probstberg-2018%3Fnumber%3D8771004";"Weingut Familie Hofmann Tauberschwarz R Probstberg 2018";"Neu eingetroffen. Beschreibung folgt.";"";"21,80";"";"";"";"8771004";"Weingut Familie Hofmann";"";"https://images.vinocentral.de/media/image/7b/71/3a/bild_weingut_familie_hofmann_tauberschwarz_r_probstberg_2018_1280x1280.jpg";"";"Weine>Rotweine";"6,90";"6,90";"";"";"";"";"";"";"1-2 Werktage";"";"";"";"1 l = 29,07";"0.75 l"
"https://t.adcell.com/p/click?promoId=162466&slotId=101178&param0=https%3A%2F%2Fwww.vinocentral.de%2Fweingut-familie-hofmann-tauberschwarz-r-probstberg%3Fnumber%3D8771007";"Weingut Familie Hofmann Tauberschwarz R Probstberg 2019";"Verkostungsnotiz des Jahrgangs 2017: Im Gegensatz zum Basis-Roten aus der seltenen Rebsorte darf ...";"";"21,80";"";"";"";"8771007";"Weingut Familie Hofmann";"19";"https://images.vinocentral.de/media/image/9e/93/06/Weingut-Familie-bild_hofmann_tauberschwarz_r_probstberg_2019_1280x1280.jpg";"";"Weine>Rotweine";"6,90";"6,90";"";"";"";"";"";"";"1-2 Werktage";"";"";"";"1 l = 29,07";"0.75 l"
"https://t.adcell.com/p/click?promoId=162466&slotId=101178&param0=https%3A%2F%2Fwww.vinocentral.de%2Fgabbas-lillove-cannonau-di-sardegna-doc%3Fnumber%3D8773001";"Gabbas Lillové Cannonau di Sardegna DOC 2020";"Der Lillové ist der Basis-Cannonau von Giuseppe Gabbas. Neben der bekannten Cannonau-Traube wird ...";"";"12,90";"";"";"";"8773001";"Gabbas";"70773";"https://images.vinocentral.de/media/image/e4/f2/5e/bild_gabbas_lillove_cannonau_di_sardegna_doc_2019_1280x1280.jpg";"";"Weine>Rotweine";"6,90";"6,90";"";"";"";"";"";"";"1-2 Werktage";"";"";"";"1 l = 17,20";"0.75 l"
"https://t.adcell.com/p/click?promoId=162466&slotId=101178&param0=https%3A%2F%2Fwww.vinocentral.de%2Fgabbas-dule-cannonau-di-sardegna%3Fnumber%3D8773002";"Gabbas Dule Cannonau di Sardegna 2015";"Neu eingetroffen. Beschreibung folgt. <iframe width=""560"" height=""315"" src=""https://www.youtub...";"";"18,80";"";"";"";"8773002";"Gabbas";"";"https://images.vinocentral.de/media/image/4a/22/06/bild_gabbas_dule_cannonau_di_sardegna_2015_1280x1280.jpg";"";"Weine>Rotweine";"6,90";"6,90";"";"";"";"";"";"";"1-2 Werktage";"";"";"";"1 l = 25,07";"0.75 l"
